x_RepliconName	RepliconAccession	Start	Stop	Strand	GeneID	sce_ORFid	Locus	LocusTag	ProteinProduct	Length	ProteinName	oldGeneId	replacingGeneIds	replacingSceORFs
2	AP012214.1	469869	470939	+	-	YPL015C	HST2	KLMA_20212	BAO38670.1	356	NAD-dependent deacetylase HST2			
2	AP012214.1	470936	473593	+	-	YFL003C	MSH4	KLMA_20213	BAO38671.1	885	mutS protein homolog 4			
2	AP012214.1	473654	475321	-	-	YPL020C	ULP1	KLMA_20214	BAO38672.1	555	ULP1			
2	AP012214.1	475939	478308	+	-	YKR099W	BAS1	KLMA_20215	BAO38673.1	789	myb-like DNA-binding protein BAS1			
2	AP012214.1	478457	478977	-	-		-	KLMA_20216	BAO38674.1	101	DUF1748 super family			
2	AP012214.1	479107	479649	+	-	YIL157C	COA1	KLMA_20217	BAO38675.1	180	cytochrome oxidase assembly protein 1			
2	AP012214.1	479897	480967	-	-	YKR100C	SKG1	KLMA_20218	BAO38676.1	356	suppressor of lethality of KEX2 GAS1 double null mutant protein 1			
2	AP012214.1	481557	485510	-	-	YIL159W	BNR1	KLMA_20219	BAO38677.1	1317	BNI1-related protein 1			
2	AP012214.1	486389	487624	+	-	YIL160C	POT1	KLMA_20220	BAO38678.1	411	3-ketoacyl-CoA thiolase	gi_574140884_dbj_BAO38678.1_	POT1_KLMA_20220	YIL160C
2	AP012214.1	489233	490897	+	-	YOR192C	THI72	KLMA_20221	BAO38679.1	554	thiamine transporter	gi_574140885_dbj_BAO38679.1_	THI72_KLMA_20221	YOR192C
2	AP012214.1	491702	493708	-	-		-	KLMA_20222	BAO38680.1	668	GAL4			
2	AP012214.1	495745	497121	+	-	YGL196W	DSD1	KLMA_20223	BAO38681.1	458	D-serine dehydratase			
2	AP012214.1	497643	499286	+	-	YGL116W	CDC20	KLMA_20224	BAO38682.1	547	APC/C activator protein CDC20			
2	AP012214.1	500239	501228	+	-	YGL115W	SNF4	KLMA_20225	BAO38683.1	329	nuclear protein SNF4			
2	AP012214.1	501830	504085	+	-		-	KLMA_20226	BAO38684.1	751	putative oligopeptide transporter YGL114W	gi_574140890_dbj_BAO38684.1_	KLMA_20226	KLMA_20226
2	AP012214.1	504158	505105	-	-	YBR231C	SWC5	KLMA_20227	BAO38685.1	315	SWR1-complex protein 5			
2	AP012214.1	505398	506645	+	-	YBR233W	PBP2	KLMA_20228	BAO38686.1	415	PAB1-binding protein 2			
2	AP012214.1	507010	508899	+	-	YGL113W	SLD3	KLMA_20229	BAO38687.1	629	DNA replication regulator SLD3			
2	AP012214.1	508998	510560	-	-	YGL112C	TAF6	KLMA_20230	BAO38688.1	520	transcription initiation factor TFIID subunit 6			
2	AP012214.1	510858	511106	+	-	YBR233W-A	DAD3	KLMA_20231	BAO38689.1	82	DASH complex subunit DAD3			
2	AP012214.1	511198	512319	-	-	YBR234C	ARC40	KLMA_20232	BAO38690.1	373	actin-related protein 2/3 complex subunit 1			
2	AP012214.1	512896	514194	+	-	YGL111W	NSA1	KLMA_20233	BAO38691.1	432	hypothetical protein KLMA_20233			
2	AP012214.1	514283	516214	-	-	YGL110C	CUE3	KLMA_20234	BAO38692.1	643	hypothetical protein KLMA_20234			
2	AP012214.1	516448	519726	+	-		-	KLMA_20235	BAO38693.1	1092	transmembrane amino acid transporter protein			
2	AP012214.1	519861	521123	-	-	YBR236C	ABD1	KLMA_20236	BAO38694.1	420	mRNA cap guanine-N7 methyltransferase			
2	AP012214.1	521606	524059	+	-	YBR237W	PRP5	KLMA_20237	BAO38695.1	817	pre-mRNA-processing ATP-dependent RNA helicase PRP5			
2	AP012214.1	524085	524399	-	-		-	KLMA_20238	BAO38696.1	104	uncharacterized protein YGL108C			
2	AP012214.1	524960	527008	-	-	YGL107C	RMD9	KLMA_20239	BAO38697.1	682	protein RMD9			
2	AP012214.1	528066	528494	+	-	YGL106W	MLC1	KLMA_20240	BAO38698.1	142	myosin light chain 1			
2	AP012214.1	528543	530045	-	-	YBR239C	ERT1	KLMA_20241	BAO38699.1	500	uncharacterized transcriptional regulatory protein YBR239C			
2	AP012214.1	530741	531877	+	-	YGL105W	ARC1	KLMA_20242	BAO38700.1	378	GU4 nucleic-binding protein 1			
2	AP012214.1	533788	534240	+	-	YCR083W	TRX3	KLMA_20243	BAO38701.1	150	thioredoxin-3	gi_574140907_dbj_BAO38701.1_	TRX3_KLMA_20243	YCR083W
2	AP012214.1	535444	536568	-	-	YNR041C	COQ2	KLMA_20244	BAO38702.1	374	para-hydroxybenzoate--polyprenyltransferase	gi_574140908_dbj_BAO38702.1_	COQ2_KLMA_20244	YNR041C
2	AP012214.1	537259	538452	+	-	YNR043W	MVD1	KLMA_20246	BAO38704.1	397	diphosphomevalonate decarboxylase	gi_574140910_dbj_BAO38704.1_	MVD1_KLMA_20246	YNR043W
2	AP012214.1	539028	541115	-	-	YCR084C	TUP1	KLMA_20247	BAO38705.1	695	general transcriptional corepressor TUP1			
2	AP012214.1	541707	542237	+	-	YCR086W	CSM1	KLMA_20248	BAO38706.1	176	monopolin complex subunit CSM1			
2	AP012214.1	542308	542769	-	-		-	KLMA_20249	BAO38707.1	153	UPF0743 protein YCR087C-A			
2	AP012214.1	543614	545467	+	-	YCR088W	ABP1	KLMA_20250	BAO38708.1	617	actin-binding protein			
2	AP012214.1	545597	546157	-	-		-	KLMA_20251	BAO38709.1	186	UPF0587 protein YCR090C			
2	AP012214.1	546552	547847	+	-	YML038C	YMD8	KLMA_20252	BAO38710.1	431	uncharacterized transporter C22E12.01	gi_574140916_dbj_BAO38710.1_	YMD8_KLMA_20252	YML038C
2	AP012214.1	548613	550313	+	-	YHR006W	STP2	KLMA_20253	BAO38711.1	566	transcription factor STP1			
2	AP012214.1	550994	554249	+	-	YGL201C	MCM6	KLMA_20254	BAO38712.2	1065	DNA replication licensing factor MCM6			
2	AP012214.1	555025	557736	+	-	YPR160W	GPH1	KLMA_20256	BAO38714.1	903	glycogen phosphorylase	gi_574140920_dbj_BAO38714.1_	GPH1_KLMA_20256	YPR160W
2	AP012214.1	559051	560637	+	-	YKL217W	JEN1	KLMA_20258	BAO38716.1	528	putative sialic acid transporter	gi_574140922_dbj_BAO38716.1_	JEN1_KLMA_20258	YKL217W
2	AP012214.1	560863	562356	-	-	YGL202W	ARO8	KLMA_20259	BAO38717.1	497	aromatic amino acid aminotransferase 1	gi_574140923_dbj_BAO38717.1_	ARO8_KLMA_20259	YGL202W
2	AP012214.1	563562	565448	+	-	YGL203C	KEX1	KLMA_20260	BAO38718.1	628	carboxypeptidase KEX1			
2	AP012214.1	565537	566346	-	-		-	KLMA_20261	BAO38719.1	269	hypothetical protein KLMA_20261			
2	AP012214.1	567378	568202	-	-	YER026C	CHO1	KLMA_20262	BAO38720.1	274	CDP-diacylglycerol--serine O-phosphatidyltransferase	gi_574140926_dbj_BAO38720.1_	CHO1_KLMA_20262	YER026C
2	AP012214.1	568851	571058	-	-	YGL205W	POX1	KLMA_20263	BAO38721.1	735	acyl-coenzyme A oxidase	gi_574140927_dbj_BAO38721.1_	POX1_KLMA_20263	YGL205W
2	AP012214.1	572405	577369	+	-	YGL206C	CHC1	KLMA_20264	BAO38722.1	1654	clathrin heavy chain			
2	AP012214.1	577582	580677	-	-	YGL207W	SPT16	KLMA_20265	BAO38723.1	1031	FACT complex subunit SPT16			
2	AP012214.1	581067	581945	+	-		-	KLMA_20266	BAO38724.1	292	hypothetical protein KLMA_20266			
2	AP012214.1	582393	583985	+	-	YGL122C	NAB2	KLMA_20267	BAO38725.1	530	nuclear polyadenylated RNA-binding protein NAB2			
2	AP012214.1	584471	585244	-	-	YGL123W	RPS2	KLMA_20268	BAO38726.1	257	40S ribosomal protein S2			
2	AP012214.1	586531	587052	+	-		-	KLMA_20269	BAO38727.1	173	mitochondrial outer membrane protein OM14			
2	AP012214.1	587473	589113	+	-	YGL124C	MON1	KLMA_20270	BAO38728.1	546	vacuolar fusion protein MON1			
2	AP012214.1	589056	589817	-	-		-	KLMA_20271	BAO38729.1	253	zinc finger DNA binding domain			
2	AP012214.1	590460	593123	+	-	YBR229C	ROT2	KLMA_20272	BAO38730.1	887	glucosidase 2 subunit alpha	gi_574140936_dbj_BAO38730.1_	ROT2_KLMA_20272	YBR229C
2	AP012214.1	593171	594034	-	-	YBR228W	SLX1	KLMA_20273	BAO38731.1	287	structure-specific endonuclease subunit SLX1			
2	AP012214.1	594400	595905	+	-	YBR227C	MCX1	KLMA_20274	BAO38732.1	501	mitochondrial clpX-like chaperone MCX1			
2	AP012214.1	596057	597919	-	-		-	KLMA_20275	BAO38733.1	620	uncharacterized protein YBR225W			
2	AP012214.1	598642	600489	-	-	YGL125W	MET13	KLMA_20276	BAO38734.1	615	methylenetetrahydrofolate reductase 2	gi_574140940_dbj_BAO38734.1_	MET13_KLMA_20276	YGL125W
2	AP012214.1	601363	602853	+	-	YBR223C	TDP1	KLMA_20277	BAO38735.1	496	TYROSYL-DNA PHOSPHODIESTERASE 1			
2	AP012214.1	603392	604450	+	-	YBR221C	PDB1	KLMA_20278	BAO38736.1	352	pyruvate dehydrogenase E1 component subunit beta	gi_574140942_dbj_BAO38736.1_	PDB1_KLMA_20278	YBR221C
2	AP012214.1	605880	607433	+	-		-	KLMA_20279	BAO38737.1	517	uncharacterized membrane protein YBR220C			
2	AP012214.1	608282	610675	+	-	YOR172W	YRM1	KLMA_20280	BAO38738.1	797	zinc finger transcription factor YRR1			
2	AP012214.1	610847	611851	-	-	YGL126W	SCS3	KLMA_20281	BAO38739.1	334	FIT family protein SCS3			
2	AP012214.1	612840	614564	-	-	YLR259C	HSP60	KLMA_20282	BAO38740.1	574	heat shock protein 60			
2	AP012214.1	615759	617372	+	-	YCL038C	ATG22	KLMA_20283	BAO38741.1	537	autophagy-related protein 22			
2	AP012214.1	617581	619299	-	-		-	KLMA_20284	BAO38742.1	572	uncharacterized transporter YIL166C	gi_574140948_dbj_BAO38742.1_	KLMA_20284	KLMA_20284
2	AP012214.1	620164	620952	-	-	YGL044C	RNA15	KLMA_20285	BAO38743.1	262	mRNA 3\'-end-processing protein RNA15			
2	AP012214.1	621317	622210	+	-	YGL043W	DST1	KLMA_20286	BAO38744.1	297	transcription elongation factor S-II			
2	AP012214.1	622593	623012	+	-		-	KLMA_20287	BAO38745.1	139	hypothetical protein KLMA_20287			
2	AP012214.1	623148	624629	-	-	YGR155W	CYS4	KLMA_20288	BAO38746.1	493	cystathionine beta-synthase	gi_574140952_dbj_BAO38746.1_	CYS4_KLMA_20288	YGR155W
2	AP012214.1	625806	626474	+	-	YMR077C	VPS20	KLMA_20289	BAO38747.1	222	vacuolar protein sorting-associated protein 20			
2	AP012214.1	626790	627821	-	-	YGL040C	HEM2	KLMA_20290	BAO38748.1	343	delta-aminolevulinic acid dehydratase	gi_574140954_dbj_BAO38748.1_	HEM2_KLMA_20290	YGL040C
2	AP012214.1	628349	629092	+	-		-	KLMA_20291	BAO38749.1	247	UPF0424 protein P35G2.02			
2	AP012214.1	629375	629758	+	-		-	KLMA_20292	BAO38750.1	127	uncharacterized protein YEL137C			
2	AP012214.1	629863	630150	-	-	YBL026W	LSM2	KLMA_20293	BAO38751.1	95	U6 snRNA-associated Sm-like protein LSm2			
2	AP012214.1	630572	631909	-	-	YER136W	GDI1	KLMA_20294	BAO38752.1	445	rab GDP-dissociation inhibitor			
2	AP012214.1	632755	634023	+	-		-	KLMA_20295	BAO38753.1	422	putative 2-hydroxyacid dehydrogenase YGL185C			
2	AP012214.1	635239	636309	+	-		TDH3	KLMA_20296	BAO38754.1	356	glyceraldehyde-3-phosphate dehydrogenase 2	gi_574140960_dbj_BAO38754.1_	TDH3_KLMA_20296	TDH3_KLMA_20296
2	AP012214.1	636683	638041	-	-	YGL194C	HOS2	KLMA_20297	BAO38755.1	452	probable histone deacetylase HOS2			
2	AP012214.1	638853	640460	+	-	YGL192W	IME4	KLMA_20298	BAO38756.1	535	N6-adenosine-methyltransferase IME4			
2	AP012214.1	641078	641461	+	-	YGL191W	COX13	KLMA_20299	BAO38757.1	127	cytochrome c oxidase subunit 6A			
2	AP012214.1	642032	643390	-	-	YGL190C	CDC55	KLMA_20300	BAO38758.1	452	protein phosphatase PP2A regulatory subunit B			
2	AP012214.1	644807	649594	-	-	YFL033C	RIM15	KLMA_20301	BAO38759.1	1595	serine/threonine-protein kinase RIM15			
2	AP012214.1	650367	651236	+	-	YLR059C	REX2	KLMA_20302	BAO38760.1	289	oligoribonuclease			
2	AP012214.1	652024	652935	+	-		-	KLMA_20303	BAO38761.1	303	basic-leucine zipper (bZIP) transcription factor			
2	AP012214.1	653946	655019	+	-	YFL030W	AGX1	KLMA_20304	BAO38762.1	357	alanine--glyoxylate aminotransferase 1	gi_574140968_dbj_BAO38762.1_	AGX1_KLMA_20304	YFL030W
2	AP012214.1	655823	657232	+	-	YLR058C	SHM2	KLMA_20305	BAO38763.1	469	serine hydroxymethyltransferase	gi_574140969_dbj_BAO38763.1_	SHM2_KLMA_20305	YLR058C
2	AP012214.1	657608	659746	-	-	YLR057W	MNL2	KLMA_20306	BAO38764.1	712	uncharacterized glycosyl hydrolase YLR057W			
2	AP012214.1	660247	661200	-	-	YFL029C	CAK1	KLMA_20307	BAO38765.1	317	serine/threonine-protein kinase CAK1			
2	AP012214.1	661751	662809	-	-	YLR056W	ERG3	KLMA_20308	BAO38766.1	352	c-5 sterol desaturase	gi_574140972_dbj_BAO38766.1_	ERG3_KLMA_20308	YLR056W
2	AP012214.1	663708	664553	-	-	YFL028C	CAF16	KLMA_20309	BAO38767.1	281	CCR4-associated factor 16			
2	AP012214.1	664893	666809	+	-	YLR055C	SPT8	KLMA_20310	BAO38768.1	638	transcription factor SPT8			
2	AP012214.1	666984	668189	-	-	YFL027C	GYP8	KLMA_20311	BAO38769.1	401	GTPase-activating protein GYP8			
2	AP012214.1	668629	668937	+	-	YMR244C-A	coa6	KLMA_20312	BAO38770.1	102	uncharacterized protein YMR244C-A			
2	AP012214.1	669436	670500	-	-		-	KLMA_20313	BAO38771.1	354	uncharacterized protein YMR244W			
2	AP012214.1	672121	673449	+	-	YMR243C	ZRC1	KLMA_20314	BAO38772.1	442	zinc/cadmium resistance protein			
2	AP012214.1	674376	675431	-	-		-	KLMA_20315	BAO38773.1	351	hypothetical protein KLMA_20315			
2	AP012214.1	680412	682805	+	-		isp4	KLMA_20316	BAO38774.1	797	sexual differentiation process protein isp4	gi_574140980_dbj_BAO38774.1_	isp4_KLMA_20316	isp4_KLMA_20316
2	AP012214.1	684114	685169	+	-	YOR313C	SPS4	KLMA_20317	BAO38775.1	351	sporulation-specific protein 4			
2	AP012214.1	686397	687403	+	-	YOR312C	RPL20B	KLMA_20318	BAO38776.2	172	60S ribosomal protein L20			
2	AP012214.1	687978	688823	+	-	YOR311C	DGK1	KLMA_20319	BAO38777.1	281	CTP-dependent diacylglycerol kinase 1	gi_574140983_dbj_BAO38777.1_	DGK1_KLMA_20319	YOR311C
2	AP012214.1	689440	690981	+	-	YOR310C	NOP58	KLMA_20320	BAO38778.1	513	nucleolar protein 58			
2	AP012214.1	691339	692982	+	-	YOR308C	SNU66	KLMA_20322	BAO38780.1	547	U4/U6.U5 small nuclear ribonucleoprotein			
2	AP012214.1	693524	694855	+	-	YOR307C	SLY41	KLMA_20323	BAO38781.1	443	uncharacterized transporter SLY41	gi_574140987_dbj_BAO38781.1_	SLY41_KLMA_20323	YOR307C
2	AP012214.1	695340	696266	-	-	YMR241W	YHM2	KLMA_20324	BAO38782.1	308	mitochondrial DNA replication protein YHM2			
2	AP012214.1	697500	698972	+	-	YOR306C	MCH5	KLMA_20326	BAO38784.1	490	riboflavin transporter MCH5	gi_574140990_dbj_BAO38784.1_	MCH5_KLMA_20326	YOR306C
2	AP012214.1	699211	699918	-	-	YOR305W	RRG7	KLMA_20327	BAO38785.1	235	uncharacterized protein YOR305W			
2	AP012214.1	700155	700364	+	-		-	KLMA_20328	BAO38786.1	69	hypothetical protein KLMA_20328			
2	AP012214.1	700565	702028	+	-	YMR240C	CUS1	KLMA_20329	BAO38787.1	487	protein CUS1			
2	AP012214.1	702341	704863	+	-	YDL040C	NAT1	KLMA_20330	BAO38788.1	840	N-terminal acetyltransferase A complex subunit NAT1			
2	AP012214.1	705235	706353	-	-	YBR018C	GAL7	KLMA_20331	BAO38789.1	372	galactose-1-phosphate uridylyltransferase	gi_574140995_dbj_BAO38789.1_	GAL7_KLMA_20331	YBR018C
2	AP012214.1	707859	709934	-	-	YBR019C	GAL10	KLMA_20332	BAO38790.1	691	bifunctional protein GAL10	gi_574140996_dbj_BAO38790.1_	GAL10_KLMA_20332	YBR019C
2	AP012214.1	711526	713046	+	-	YBR020W	GAL1	KLMA_20333	BAO38791.1	506	galactokinase	gi_574140997_dbj_BAO38791.1_	GAL1_KLMA_20333	YBR020W
2	AP012214.1	713616	715481	-	-		-	KLMA_20334	BAO38792.1	621	hypothetical protein KLMA_20334			
2	AP012214.1	717076	717504	+	-	YPR100W	MRPL51	KLMA_20335	BAO38793.1	142	54S ribosomal protein L51			
2	AP012214.1	717713	719554	-	-	YGR083C	GCD2	KLMA_20336	BAO38794.1	613	translation initiation factor eIF-2B subunit delta			
2	AP012214.1	719899	720855	-	-	YGR084C	MRP13	KLMA_20337	BAO38795.1	318	37S ribosomal protein MRP13			
2	AP012214.1	721219	721716	+	-		-	KLMA_20338	BAO38796.1	165	hypothetical protein KLMA_20338			
2	AP012214.1	721849	722373	-	-		RPL11	KLMA_20339	BAO38797.1	174	60S ribosomal protein L11			
2	AP012214.1	723145	723999	+	-	YPR103W	PRE2	KLMA_20340	BAO38798.1	284	proteasome component PRE2			
2	AP012214.1	724316	726937	-	-	YPR104C	FHL1	KLMA_20341	BAO38799.1	873	pre-rRNA-processing protein FHL1			
2	AP012214.1	727170	729512	-	-	YPR105C	COG4	KLMA_20342	BAO38800.1	780	conserved oligomeric Golgi complex subunit 4			
2	AP012214.1	730468	731394	-	-	YGR086C	PIL1	KLMA_20343	BAO38801.1	308	sphingolipid long chain base-responsive protein PIL1			
2	AP012214.1	732215	732847	-	-	YPR107C	YTH1	KLMA_20344	BAO38802.1	210	mRNA 3\'-end-processing protein YTH1			
2	AP012214.1	733110	733628	-	-		-	KLMA_20345	BAO38803.1	172	protein FUN14			
2	AP012214.1	734116	736134	-	-	YOR014W	RTS1	KLMA_20346	BAO38804.1	672	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform			
2	AP012214.1	737533	738402	-	-	YAL009W	SPO7	KLMA_20347	BAO38805.1	289	sporulation-specific protein SPO7			
2	AP012214.1	739436	740407	+	-	YAL010C	MDM10	KLMA_20348	BAO38806.1	323	protein of unknown function DUF3722			
2	AP012214.1	740507	742855	-	-	YAL011W	SWC3	KLMA_20349	BAO38807.1	782	SWR1-complex protein 3			
2	AP012214.1	743115	746453	+	-	YOL034W	SMC5	KLMA_20350	BAO38808.1	1112	structural maintenance of chromosomes protein 5			
2	AP012214.1	746740	748347	+	-	YOL033W	MSE1	KLMA_20351	BAO38809.1	535	glutamyl-tRNA synthetase	gi_574141015_dbj_BAO38809.1_	MSE1_KLMA_20351	YOL033W
2	AP012214.1	748625	749377	+	-	YOL032W	OPI10	KLMA_20352	BAO38810.1	250	protein OPI10			
2	AP012214.1	749413	750663	-	-	YOL031C	SIL1	KLMA_20353	BAO38811.1	416	nucleotide exchange factor SIL1			
2	AP012214.1	751151	752323	-	-	YAL012W	CYS3	KLMA_20354	BAO38812.1	390	cystathionine gamma-lyase	gi_574141018_dbj_BAO38812.1_	CYS3_KLMA_20354	YAL012W
2	AP012214.1	753293	753616	-	-		-	KLMA_20355	BAO38813.1	107	60S acidic ribosomal protein P2-alpha			
2	AP012214.1	754488	754916	+	-	YOL040C	RPS15	KLMA_20356	BAO38814.1	142	40S ribosomal protein S15			
2	AP012214.1	755672	757552	-	-	YAL013W	DEP1	KLMA_20357	BAO38815.1	626	sds3 super family			
2	AP012214.1	758392	759738	+	-	YOL041C	NOP12	KLMA_20359	BAO38817.1	448	nucleolar protein 12			
2	AP012214.1	760108	760887	+	-	YAL014C	SYN8	KLMA_20360	BAO38818.1	259	syntaxin-8			
2	AP012214.1	761152	761766	-	-		-	KLMA_20361	BAO38819.1	204	hypothetical protein KLMA_20361			
2	AP012214.1	762146	763261	-	-	YOL042W	NGL1	KLMA_20362	BAO38820.1	371	RNA exonuclease NGL1			
2	AP012214.1	763585	764685	+	-	YOL043C	NTG2	KLMA_20363	BAO38821.1	366	DNA base excision repair N-glycosylase 2			
2	AP012214.1	764850	766694	-	-	YAL016W	TPD3	KLMA_20364	BAO38822.1	614	protein phosphatase PP2A regulatory subunit A			
2	AP012214.1	767071	768135	-	-		-	KLMA_20365	BAO38823.1	354	hypothetical protein KLMA_20365			
2	AP012214.1	768650	770191	+	-	YGR055W	MUP1	KLMA_20366	BAO38824.1	513	low-affinity methionine permease	gi_574141030_dbj_BAO38824.1_	MUP1_KLMA_20366	YGR055W
2	AP012214.1	770483	774103	-	-	YAL017W	PSK1	KLMA_20367	BAO38825.1	1206	probable serine/threonine-protein kinase YAL017W			
2	AP012214.1	776381	777310	+	-		-	KLMA_20368	BAO38826.1	309	uncharacterized membrane protein YAL018C	gi_574141032_dbj_BAO38826.1_	KLMA_20368	KLMA_20368
2	AP012214.1	778796	781978	+	-	YOL051W	GAL11	KLMA_20369	BAO38827.1	1060	mediator of RNA polymerase II transcription subunit 15			
2	AP012214.1	782361	783824	+	-	YOL049W	GSH2	KLMA_20370	BAO38828.1	487	glutathione synthetase	gi_574141034_dbj_BAO38828.1_	GSH2_KLMA_20370	YOL049W
2	AP012214.1	783871	784359	-	-		-	KLMA_20371	BAO38829.1	162	hypothetical protein KLMA_20371			
2	AP012214.1	784770	787895	-	-	YAL019W	FUN30	KLMA_20372	BAO38830.1	1041	uncharacterized ATP-dependent helicase FUN30			
2	AP012214.1	788553	791474	-	-	YOR048C	RAT1	KLMA_20373	BAO38831.1	973	5\'-3\' exoribonuclease 2			
2	AP012214.1	791920	794847	-	-	YDR270W	CCC2	KLMA_20374	BAO38832.1	975	copper-transporting ATPase			
2	AP012214.1	795879	796082	+	-		-	KLMA_20375	BAO38833.1	67	SERF-like protein YDL085C-A			
2	AP012214.1	796296	797339	-	-	YMR146C	TIF34	KLMA_20376	BAO38834.1	347	eukaryotic translation initiation factor 3 subunit I			
2	AP012214.1	797807	798619	-	-		-	KLMA_20377	BAO38835.1	270	putative carboxymethylenebutenolidase	gi_574141041_dbj_BAO38835.1_	KLMA_20377	KLMA_20377
2	AP012214.1	798916	799713	+	-		-	KLMA_20379	BAO38837.1	265	hypothetical protein KLMA_20379			
2	AP012214.1	800882	801154	+	-		-	KLMA_20380	BAO38838.1	90	hypothetical protein KLMA_20380			
2	AP012214.1	801959	802462	+	-	YMR148W	OSW5	KLMA_20381	BAO38839.1	167	hypothetical protein KLMA_20381			
2	AP012214.1	802708	803505	+	-		-	KLMA_20382	BAO38840.1	265	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1			
2	AP012214.1	803563	804072	-	-	YMR150C	IMP1	KLMA_20383	BAO38841.1	169	mitochondrial inner membrane protease subunit 1			
2	AP012214.1	804185	804808	-	-		-	KLMA_20384	BAO38842.1	207	hypothetical protein KLMA_20384			
2	AP012214.1	805123	805923	+	-	YDL087C	LUC7	KLMA_20385	BAO38843.1	266	protein LUC7			
2	AP012214.1	806216	807484	+	-	YDL088C	ASM4	KLMA_20386	BAO38844.1	422	nucleoporin ASM4			
2	AP012214.1	807606	809237	-	-	YDL089W	NUR1	KLMA_20387	BAO38845.1	543	uncharacterized membrane protein YDL089W			
2	AP012214.1	809446	811539	-	-	YMR154C	RIM13	KLMA_20388	BAO38846.1	697	calpain-like protease palB/RIM13			
2	AP012214.1	811727	813016	+	-	YDL090C	RAM1	KLMA_20389	BAO38847.1	429	protein farnesyltransferase subunit beta			
2	AP012214.1	813345	814604	+	-	YDL091C	UBX3	KLMA_20390	BAO38848.1	419	UBX domain-containing protein 3			
2	AP012214.1	814675	815100	-	-		-	KLMA_20391	BAO38849.1	141	signal recognition particle subunit SRP14			
2	AP012214.1	816359	817594	+	-		-	KLMA_20392	BAO38850.1	411	delta(12) fatty acid desaturase			
2	AP012214.1	818465	819937	-	-	YLR375W	STP3	KLMA_20393	BAO38851.1	490	zinc finger protein STP4			
2	AP012214.1	822894	823874	-	-	YNR035C	ARC35	KLMA_20394	BAO38852.1	326	actin-related protein 2/3 complex subunit 2			
2	AP012214.1	824201	824704	-	-	YNR036C	MRPS12	KLMA_20395	BAO38853.1	167	37S ribosomal protein S12			
2	AP012214.1	825325	826818	+	-	YCR079W	PTC6	KLMA_20396	BAO38854.1	497	protein phosphatase 2C homolog 6			
2	AP012214.1	827091	827366	-	-	YNR037C	RSM19	KLMA_20397	BAO38855.1	91	37S ribosomal protein S19			
2	AP012214.1	827654	829585	+	-	YNR038W	DBP6	KLMA_20398	BAO38856.1	643	ATP-dependent RNA helicase DBP6			
2	AP012214.1	829867	833835	+	-	YCR081W	SRB8	KLMA_20399	BAO38857.1	1322	mediator of RNA polymerase II transcription subunit 12			
2	AP012214.1	833923	835821	-	-	YNR039C	ZRG17	KLMA_20400	BAO38858.1	632	protein ZRG17			
2	AP012214.1	836826	837224	+	-		-	KLMA_20401	BAO38859.1	132	hypothetical protein KLMA_20401			
2	AP012214.1	837769	839361	-	-		-	KLMA_20402	BAO38860.1	530	probable metabolite transport protein YBR241C	gi_574141066_dbj_BAO38860.1_	KLMA_20402	KLMA_20402
2	AP012214.1	840046	841146	+	-	YGL103W	RPL28	KLMA_20403	BAO38861.1	149	ribosomal_L18e super family			
2	AP012214.1	841634	842410	+	-		-	KLMA_20404	BAO38862.1	258	HD domain-containing protein YBR242W			
2	AP012214.1	842547	843890	-	-	YBR243C	ALG7	KLMA_20405	BAO38863.1	447	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	gi_574141069_dbj_BAO38863.1_	ALG7_KLMA_20405	YBR243C
2	AP012214.1	844224	845231	+	-	YGL100W	SEH1	KLMA_20406	BAO38864.1	335	nucleoporin SEH1			
2	AP012214.1	846400	846885	+	-	YIR037W	HYR1	KLMA_20407	BAO38865.1	161	peroxiredoxin HYR1	gi_574141071_dbj_BAO38865.1_	HYR1_KLMA_20407	YIR037W
2	AP012214.1	847172	850453	-	-	YBR245C	ISW1	KLMA_20408	BAO38866.1	1093	ISWI chromatin-remodeling complex ATPase ISW1	gi_574141072_dbj_BAO38866.1_	ISW1_KLMA_20408	YBR245C
2	AP012214.1	852138	854087	+	-	YGL099W	LSG1	KLMA_20409	BAO38867.1	649	large subunit GTPase 1			
2	AP012214.1	854945	855718	+	-	YGL098W	USE1	KLMA_20410	BAO38868.1	257	protein transport protein USE1			
2	AP012214.1	855972	857393	-	-	YBR247C	ENP1	KLMA_20411	BAO38869.1	473	essential nuclear protein 1			
2	AP012214.1	857996	859435	+	-	YGL097W	SRM1	KLMA_20412	BAO38870.1	479	regulator of chromosome condensation			
